Tweet,Label,char_length,word_count
Anies Baswedan Bicara Soal #KaburAjaDulu: 'Cinta Diuji Ketika Negara Sedang Banyak Tantangan' https://t.co/Fvy0JPdpYu,Neutral,117,13
3 Alasan Fenomena #KaburAjaDulu Viral Mahfud MD Ungkap Cinta Tanah Air Bisa Luntur https://t.co/dmvXIS0nGM,Sad,106,14
Tren #KaburAjaDulu Bukan Berarti Tak Nasionalis https://t.co/K0JOf6Nv0W,Neutral,71,7
@CNNIndonesia ga ngaruh #KaburAjaDulu #LawanAjaDulu #IndonesiaGelap #ArtistBersuara #AdiliJokowi,Anger,96,8
Makanya tagar #KaburAjaDulu selalu relevan karena negara ini gak menghargai orang2 cerdas kompeten dan berdedikasi. Yang gak kompeten modal anak pejabat bisa menjadi orang nomor 2 di negeri ini. Miris! #IndonesiaGelap #KaburAjaDulu,Anger,231,32
Wamen P2MI: Tren #KaburAjaDulu Vitamin untuk Perbaikan ke Depan https://t.co/yLF3YA4RH5 https://t.co/pl1FDKn9OP,Neutral,111,11
Viral #KaburAjaDulu Wakil Ketua Komisi IX DPR: Pemerintah Harus Otokritik https://t.co/6nj92n9mQa,Neutral,97,11
Usut Kasus Mayapada https://t.co/UMjjOdJCVU https://t.co/kRvTSA31ZZ https://t.co/2dmKdO6FiK #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 https://t.co/AaNljTAdny,Anger,299,21
#KaburAjaDulu ,Neutral,14,1
@womensfootie_id pantesan atlet indonesia banyak yg #KaburAjaDulu ke luar negeri ..,Sad,83,11
@tanyakanrl makanya Rosita Baptiste milih #kaburajadulu ke Amrik. di Indonesia ngga bisa jadi polwan karena tinggi badan di Amrik malah masuk tentara. https://t.co/Gy8XtQCLnT,Joy,174,23
Tagar #KaburAjaDulu Viral Pramono: Kalau Saya Kerja Aja Dulu https://t.co/n6DERqam23,Neutral,84,10
@tanyakanrl Orang Jepang ke indo mah disanjung-sanjung bro kerja di indo juga jabatannya pasti oke gaji gede beda ama lokal jadi mending #KaburAjaDulu https://t.co/95jbgeMtSn,Anger,174,24
Police Students Clash in Jakarta as Indonesia in the Dark Protests Erupt Amid Let s Just Flee Abroad Trend; Officials Dismiss Pessimism #IndonesiaGelap #KaburAjaDulu https://t.co/lQSfwXE9n0,Fear,189,25
Viral #KaburAjaDulu Bunda Corla: Kerja di Indonesia Ga Masuk Akal Harus Punya Ordal dan Nyogok https://t.co/w0zuI6UQIr,Anger,118,16
@logos_id Takut hashtag #KaburAjaDulu,Fear,37,4
@id_fm Kalo kata gw mah #KaburAjaDulu kaya Antony minimal PDnya balik lagi,Joy,74,12
Brilianpreneurs with @BANKBRI_ID #MakesYourDayHappy with #cokusi #KaburAjaDulu ke #GaleriCokusi https://t.co/LAXJQ3hN0O,Joy,119,10
KPK KERANGKENG HASTO KE RUTAN GELAP ! Woi Buzzer2 #KaburAjaDulu ke Rusia ikut ConniWine ato Myanmar kalian jadi Operator JUDI ONLINE. Ayo warga BantengGelap &amp; OntaAbah minggat sana. @islah_bahrawi @Dennysiregar7 @PaltiWest2024 @DS_yantie @Yattie2023 @Fido_id_ @Singkir_Geni https://t.co/i0RqBM5Ne3,Anger,301,36
@GOAL_ID #KaburAjaDulu sudah merambah ke Spanyol bagian ibukota,Neutral,63,8
@womensfootie_id boleh ga sih pemain timnas putri #KaburAjaDulu ,Sad,64,8
@womensfootie_id #KaburAjaDulu,Neutral,30,2
@womensfootie_id Dukuung... #KaburAjaDulu,Joy,41,3
#indonesiagelap #kaburajadulu menggema. Bagaimana sikap akademisi dan mahasiswa? Simak Sate Demokrasi hanya di YouTube Channel Mahfud MD official https://t.co/jh3xlFXhO9,Neutral,169,19
Sebelum #KaburAjaDulu ke Jepang Cek Aturan Dasar Ini agar Tenang Tinggal di Negeri Sakura https://t.co/zU7lghLFby,Neutral,113,15
Menkomdigi Meutya Nilai Tren #KaburAjaDulu Bentuk Kebebasan Berekspresi https://t.co/KGkock7SMx,Neutral,95,9
Fenomena #KaburAjaDulu &amp; Indonesia Gelap Ubedilah Badrun: Ekspresi Kecewa Gen Z terhadap Masa Depan Indonesia - https://t.co/8xJpATpUwY https://t.co/JyBtkNpMCY,Sad,163,18
Dear pesepakbola putri Indonesia Selagi kalian punya kesempatan dan punya agen yang bisa bantu kalian buat #KaburAjaDulu ke luar Indonesia berangkatlah nak. Minta restu kedua orang tua juga jangan lupa. Negara ini gak akan jamin masa depan kalian sebagai pesepakbola apalagi https://t.co/0agCVmCa6O,Love,298,42
Edisi cewek tobrut part 1 https://t.co/TmWmCwpMdr https://t.co/A9DM1jDXyL https://t.co/bByhUwMI9P https://t.co/1Sk3hHuadV https://t.co/cKiMZ2ssTy crypto kabur aja dulu jepang prabowo #VideoViral #KaburAjaDulu #Jepang,Neutral,216,19
@GOAL_ID Real Madrid mau #KaburAjaDulu ,Neutral,39,5
Wakil Ketua Banggar: #KaburAjaDulu Harus Direspons Positif @DPR_RI @Jazilul_Fawaid https://t.co/i5vgRBt0Zw https://t.co/xyewo9Eqwm,Neutral,130,11
Didatangkan Investor/PABRIK.... Golongan Anda demo gaji murah.... Giliran pabrik/investor ga mau datang... Ngeluh nyari kerja susah.... Dah mending kolabs sama babang tamvan @shda_agatha_ . #KaburAjaDulu ya cocok buat modelan begini sih....,Anger,240,31
Ada Apa dengan #kaburajadulu? Tagar #kaburajadulu adalah warning agar negara tidak salah urus terhadap nasib dan masa depan anak-anak bangsa yang potensial dan bertalenta. Baca Kompas https://t.co/Mo1dijN2qE @hariankompas,Fear,221,28
Skandal terbaru https://t.co/bvGn1DJr38 https://t.co/s0dJTrYvhg https://t.co/A9DM1jDXyL https://t.co/NYHItNxCJW https://t.co/j3PQAaIQPc danantara kabur aja dulu prabowo indonesia gelap #KaburAjaDulu #IndonesiaGelap #Danantara https://t.co/leY1Y30OKC,Neutral,249,18
Viral #KaburAjaDulu Bunda Corla Kritik Syarat Kerja di Indonesia https://t.co/Kj1GqaXLkg,Neutral,88,10
 Selagi negara ini masih gagal membuka lapangan kerja dan upah murah masih tetap dipertahankan selagi itu juga orang akan mencari kehidupan yang lebih baik di luar negeri. #KaburAjaDulu https://t.co/tZoehljDYY,Sad,209,29
Menaker Nilai #KaburAjaDulu sebagai Tantangan untuk Berbenah - https://t.co/ufOLwX2WVs https://t.co/hotmxJWkfn,Neutral,110,10
Raffi Ahmad sebagai Utusan Khusus Presiden Bidang Pembinaan Generasi Muda dan Pekerja Seni mengajak masyarakat mengubah hashtag # KaburajaDulu menjadi # PergiMigran PulangJuragan. Source : @undercover.id #politikindonesia #politik #indonesia #opposite #saveourdemocracy https://t.co/kmey2VItRq,Neutral,293,32
Wamen P2MI Soal #KaburAjaDulu: Vitamin Demokrasi dan Perbaikan https://t.co/6Cj3PgJCUh,Neutral,86,9
@ARSIPAJA Viral #KaburAjaDulu Ini Rekomendasi Negara dengan Kualitas Hidup Nyaman dan Mudah Cari Kerja https://t.co/vpf5yurLKe,Joy,126,15
@abdimuda_id @susipudjiastuti @ASN_UnderCover @ardisatriawan @BudiBukanIntel @ikhwanuddin @kpertiwi29 @pejabrut @PNS_Ababil Tolong yang berkualitas lebih baik #kaburajadulu gasih?!,Sad,180,16
#KaburAjaDulu Tinggalkan negara yg dikuasai para b3d3b4h. https://t.co/RIp2GzmKnx,Anger,81,8
NEW Kurma PalmFrutt 500gram original oleh oleh haji dan umrah. Link Order https://t.co/ndTm1FZgbd #KaburAjaDulu #praboworezimboneka #IndonesiaGelap2025 https://t.co/txrD8UAI03,Neutral,175,17
@AntoniusCDN @03__nakula @ahmad_bellamy @CakKhum @Anak__Ogi @ch_chotimah2 @Cintada16 @DS_yantie @JhonSitorus_18 @seruanhl @NgkongRoses gw heran kapan pejabat belajar dari negara lain kalo kualitas otak itu lebih penting daripada fisik. udh bener mba nya ga #kaburajadulu di luar bs jadi intan https://t.co/BFnpLR7FhZ,Anger,316,39
Viralnya tagar #KaburAjaDulu menunjukkan banyak orang yang ingin mencari pengalaman baru di luar negeri. Apakah kamu juga merasa terjebak dalam rutinitas kerja? https://t.co/tugdHQldCO #souja #soulofjakarta #kliksouja #info #program #kerja #luarnegeri #karir #pekerjaan https://t.co/3hKdKA8EHl,Neutral,293,33
Belum ada Apk Shopeepay nya? Download disini! https://t.co/w6HhApYbQ5 Masukan Kode Referral nya biar kamu dapet bonus koin 10.000 Kode : [ ZB6VGPJTK ] #shopeepay #shopeefood #KaburAjaDulu #ShopeeID #zonauang #zonajajanᅠ Angga Shenina,Neutral,233,31
Promo ShopeeFood Rp. 1.000 (13 Jan - 28 Feb) Bayar pake QRIS Apk Shopeepay ya. Cek disini! https://t.co/nxWqFymexx #ShopeeFood #Shopeepay #ShopeeID #zonajajan #zonauang #KaburAjaDulu https://t.co/L74baeROog,Neutral,206,25
@agistalita it's okay to follow this information but please keep more focus on the government #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,166,20
@tilehopper take yourtime to deal with this situation kak. do not push yourself so hard. semoga segera ada rezeki lainnya aamiinn #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Love,202,26
Ide aksi secara daring bisa cek disini teman-teman #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,123,13
#IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,72,5
Indonesia Gelap: Demonstrasi Mahasiswa dan Tagar Kaburajadulu https://t.co/Lc4fEQRVCp,Neutral,85,8
@sukabapaklu_ mau juga #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,95,8
@IndoPopBase it's okay do not forget the hastag. #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,121,13
Yogyakarta #JogjaBergerak #BersamaRakyat #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,113,8
Tak Lagi Jadi Mendikti Saintek Satryo Ogah Ikutan #KaburAjaDulu https://t.co/Gi7VUzUqd8,Neutral,87,10
Buat temen-temen yang lagi pengen ikutan #KaburAjaDulu boleh banget pantengin twitter kami dan jangan lupa join grup di link https://t.co/Gc8gmPd162 untuk informasi lebih lanjut,Joy,177,24
Buat temen-temen yang lagi pengen ikutan #KaburAjaDulu boleh banget pantengin twitter kami dan jangan lupa join grup di link https://t.co/Gc8gmPdyVA untuk informasi lebih lanjut,Joy,177,24
Source https://t.co/UMjjOdJCVU https://t.co/kRvTSA31ZZ https://t.co/2dmKdO6FiK #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 https://t.co/pzt7wbavVO,Anger,286,19
sudah ada draftnya ini pak silakan @prabowo @Gerindra #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,126,13
@txtdrjkt kiwkiw #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,89,7
Istana Bogor #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,85,7
sejak jokowi menjadi presiden pelemahan KPK begitu nyata @jokowi @KPK_RI #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,145,15
hacks gas air mata #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,91,9
Jawa Timur #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,83,7
sefruit tips menghadapi water cannon dan mobil raissa #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,126,13
@riebum #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,80,6
@bengkeldodo @Lembayung071 @Abaaah @abang_regar @adri_zizie @Andiarief__ @kurawa @PartaiSocmed @Partono_ADjem @ElanggNusantara @Kimberley_PS08 #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,215,16
@Jelli_cent menyala rakyat Indonesia! #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,110,9
Wah ini nggak kalah keren sihhh modelnya gak pasaran banyak warna pulaa Yuks order sekarang https://t.co/8I0HZStdTd #keluarga #Shopee #KaburAjaDulu https://t.co/THiHxAZKrN,Joy,171,20
MasyaAllah banget nih buat hari raya bisa couple bareng keluarga asli ini cantik bangett banyak ukuran juga jadi bisa disesuaikan yuk tunggu apa lagi cek out sekarang https://t.co/QmLQgU83ad #shopeeID #murah #KaburAjaDulu https://t.co/N7wSBiwMN1,Joy,245,32
Gw mikir dari Malam ampek pagi asli aneh bgt. tante gw mampir buat nanya2 sepatu buat jogging. Gw blg enaknya tante di size brp? . Terus pas gua noleh dikit ngilang gitu die. Istimewa nih org. Nih gw spil brgnya https://t.co/GdXms9xG2v #KaburAjaDulu #Budget2025 https://t.co/BUWnKl0Grq,Joy,285,44
@GOAL_ID Hastag #KaburAjaDulu ala real madrid,Neutral,45,6
@GOAL_ID Seru ... @realmadrid buat hashtag #KaburAjaDulu Kabur ikutan liga Prancis liga Inggris atau Liga @Liga1Match,Joy,117,16
semiris itu kondisi ekonomi negara kita. memang tujuan pemerintah memiskinkan rakyat agar terjadi 'perang' horizontal sedangkan mereka hanya 'membayar'. #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Sad,225,24
@jondhez tetep saling jaga #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Love,99,9
jelas. bahkan jarang sekali ada transportasi umum bahkan mungkin tidak ada? #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Sad,148,16
@swanladfy #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,83,6
@antropoledgy #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,86,6
Ikan kilifish unik #KaburAjaDulu https://t.co/68iyMk8uQk https://t.co/Vvu5Kbg63G,Neutral,80,6
KP2MI merinci negara yg bisa jadi destinasi WNI yg ingin merealisasikan tagar #KaburAjaDulu Eropa juga sudah mulai minta pekerja ke kita. Jepang meminta 200.0000 pekerja. Arab jika kita buka kembali minta 300.0000 pekerja belum lagi Hong Kong Taiwan https://t.co/qbqveEpw18,Neutral,273,39
@Kadir_Karding terus menggandeng lembaga pemerintah dan swasta untuk upgrade skill WNI yg ingin #KaburAjaDulu dan menjadi calon pekerja migran agar target kuota pengiriman sebanyak 425 ribu pekerja migran tiap tahun tercapai. https://t.co/5SA7nREr7i,Neutral,249,32
waduh gimana @AgusYudhoyono @SBYudhoyono @PDemokrat #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Fear,124,10
@democrazymedia as requested mau Indonesia mendunia @prabowo #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,133,12
pulang kerja kejebak macet+tiba-tiba ada pejabat yang pake strobo #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,138,14
@salam4jari sepertinya ada yang terancam #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Fear,113,10
jika Indonesia seperti ini apakah masih pantas dibilang MERDEKA? kita hanyalah dipaksa untuk bayar pajak buat gaji pejabat² tolol dengan kebijakan²nya.... SITE: https://t.co/JoxuBaM1PA #bumn #indonesiadarurat #kaburajadulu #indonesiagelap #fuckpetinggi #hacktivistindonesia https://t.co/soDmOqyhgk,Anger,297,30
@prabowo tolong selanjutnya Bahlil yaa pak #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,115,11
@RomeoWalker19 @jokowi Waduh... #KaburAjaDulu https://t.co/k2xVd7gKm4,Fear,69,5
https://t.co/VbftcmtG0C Buat bani #KaburAjaDulu ingat ya bukan Pemerintah atau pemimpin aja yg harus kalian salahin tapi SDM lu juga pantesin wkwkwjw https://t.co/uxvTRxzpe1,Anger,173,22
@BudiBukanIntel sampai menang #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,102,8
@Gerindra sekalian Bahlil dong #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,103,9
#KaburAjaDulu Berpolemik Gus Jazil: Ini Bukan Tagar Kebencian Kalau Saya Pribadi Ini Adalah Tagar Kecintaan https://t.co/eq9WJHWos9,Neutral,131,16
https://t.co/6NsOkodbgK,Neutral,23,1
#kaburajadulu dan #indonesiagelap ramai di sosial media. Bagaimana dari sisi Psikolog mencermatinya? Saksikan Poker hanya di YouTube Channel Mahfud MD Official https://t.co/MwLsbJHpQA,Neutral,183,22
@barengwarga menacry desainnya... #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,106,8
Ini mereka manusia2 tidak peka...@prabowo anak buah bapak tidak punya malu dan buta perasaan... Menteri Imipas soal Ramai #KaburAjaDulu: Bersyukurlah Hidup di Indonesia https://t.co/8C2GjGsQfJ,Anger,192,24
harus sampai Presiden @prabowo @gibran_tweet @setkabgoid @Gerindra @pandji #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,147,13
@YLBHI thankyou! #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,89,7
Belajar dari nol? No worries! Buku ini dirancang buat pemula (N5-N4) dengan 220 kanji &amp; 890 kosakata yang emang real dipake di dunia keperawatan. Jadi ga ada cerita belajar kata aneh yang bikin pasien bingung sendiri #KaburAjaDulu #IndonesiaGelap https://t.co/23dxcozgJt https://t.co/wUrO0sjtOG,Neutral,298,40
@democrazymedia wow #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,92,7
Najib Burhani Ungkap Sisi Lain Gerakan #KaburAjaDulu yang Viral di Media Sosial https://t.co/CZyKLxTCMc #Muhammadiyah,Neutral,117,14
@tempodotco buka suara aja pak siapa yang perintah #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,123,13
@asumsico spill sampe atas dong pak jangan mau ditangkap sendiri #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,137,15
Template travel itinerary yg simple https://t.co/Bxkuct5Uwy #KaburAjaDulu,Neutral,73,7
pemerintah dan buzzerRp kebanyakan makan duit haram jadi otaknya engga berfungsi #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,153,16
@ARSIPAJA akibat 10 tahun dipimpin antek-antek @jokowi #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,127,12
@democrazymedia bahlil dong pak @prabowo #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,113,10
KaburAjaDulu Menteri P2MI: Kerja di Luar Negeri tak Semudah yang Dibayangkan #KaburAjaDulu #MenteriP2MI https://t.co/XpA5wJeugN,Neutral,127,14
yang mau #KaburAjaDulu tp basic english pun gabisa sini les ma aku https://t.co/oOVAXpapkE,Neutral,90,13
Ramai #KaburAjaDulu Menteri P2MI Ingatkan untuk Bekali Diri dengan Skill https://t.co/8Fn07c9Qds,Neutral,96,11
Tagar ini menyuarakan keinginan warganet untuk pindah ke luar negeri. Ada apa sebenarnya di balik munculnya tagar ini? #VideoBerita #AdadiKompas https://t.co/iNeJOfb1CG,Neutral,168,21
Check out my website @ https://t.co/Bxkuct5Uwy #KaburAjaDulu #KaburDuluAja,Neutral,74,8
ngaco. setidaknya kalau engga mau membantu jangan menyusahkan. sesama rakyat kok begitu. #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,161,17
[ANALISIS] Pengamat Ungkap Makna di Balik 'Indonesia Gelap' dan #KaburAjaDulu https://t.co/iaZuOdQS1w,Neutral,101,11
@CNNIndonesia #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,86,6
@tanyarlfes bisa kena UU ITE ga sih? penyebaran hoax dan pencemaran nama baik @Gerindra #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Fear,160,19
@democrazymedia banyak laporan nih pak @gibran_tweet #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,125,11
@PakarINTELek survei bukannya bisa dibayar? #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,116,10
@OjolNyambi #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,84,6
@democrazymedia bener-bener tampilan Fufufafa #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,118,9
https://t.co/ws5x1leNnS,Neutral,23,1
Tren #KaburAjaDulu Ramai di Sosmed Istana: Jangan Jadi Pendatang Haram https://t.co/sm7cYLp2gf,Fear,94,11
Jangan sampe panik dan meluber saat wc mampet bingung wajib siapin ini https://t.co/kciLQr8QVk #wcmampet #solusiwcmampet amaterasun pagii #KaburAjaDulu https://t.co/5McIhXl9qY,Neutral,175,19
@Heraloebss luar biasa @ListyoSigitP @DivHumas_Polri #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,125,10
@M45Broo_ petugasnya jokowi #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,100,8
Laki - laki gaboleh miskin dunia jahat sama laki- laki miskin. #Indonesiagelap #Kaburajadulu #Quotes,Sad,100,14
#KaburAjaDulu https://t.co/btV44z7lEV,Neutral,37,2
setuju #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,79,6
@TOM5helby persiapan dana pilpres 2029 dan wadah baru untuk memperkaya pejabat #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,151,16
@txtdrjkt bukannya temui massa aksi malah bagi-bagi bingkisan. bener-bener tipikal pejabat Indonesia #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,173,17
#IndonesiaGelap2025 #KaburAjaDulu #Ndasmu,Anger,41,3
Tren #KaburAjaDulu Luhut: Tak Perlu Buru-Buru Berspekulasi https://t.co/t4uMZFtAoY,Neutral,82,8
Menyoal Ramainya Tren #KaburAjaDulu Istana: Merantau ke Luar Negeri Harus Punya Skill https://t.co/SSMUsJ68eW,Neutral,109,13
Viral #KaburAjaDulu 7 Program Kerja ke Luar Negeri Ini Bisa Kamu Coba! https://t.co/UYSvSoMtPz,Joy,94,13
Tren #KaburAjaDulu Ramai di Sosmed Istana: Jangan Jadi Pendatang Haram dan Wajib Punya Skill ##kaburajadulu #tren #strategiid https://t.co/RghZhCJLEB,Fear,149,18
Belajar dan bekerja di LN itu hak. Bahkan MK pun pernah tolak JR yg ingin beri batas minimal pendidikan utk kerja sbg TKI. Cuma kita harus super hati2 dg tawaran bekerja di LN. Perdagangan orang itu riil. Sindikatnya dimana2 mereka bs juga membonceng tagar #KaburAjaDulu,Fear,270,45
@neohistoria_id #KaburAjaDulu #LawanAjaDulu #IndonesiaGelap #IndonesiaGelap2025,Anger,79,5
Uda Malam gw di kamar yg tenang scroll sosmed. Masih byk yg ngebahas #kaburajadulu dan berita pak kades yg kena kasus. Yaudah lanjut lagi nge halu nya deh. Nih rekomendasi buat lu jogging ato marathon https://t.co/7TBpyqZ42U https://t.co/NdtPt5UMzB,Neutral,248,37
@cjournalist_ID tapi kayanya bentar lagi kalo ada yg mau bayarin 1m gua lepas terus gua #KaburAjaDulu ,Sad,102,16
@nucleo_89 @GOAL_ID @CoachJustinL Itu kenapa dulu nya dia #kaburajadulu ke Belanda tuanya #Balikajadulu ke Indonesia dan he have 2 hp he still win,Neutral,146,23
Minat merubah hidup dgn taraf hidup yg lebih baik ? Pindah ke Jerman dengan program ausbildung dan latihan praktis bahasa Jerman #KaburAjaDulu Check out my website @ https://t.co/0jYpt3KZ4S,Neutral,189,28
@enoliska_ Ubur-ubur Ikan Lele #KaburAjaDulu Le https://t.co/rCvnp6hvcX,Joy,71,7
@fotodakwah Ubur-ubur Ikan Lele #KaburAjaDulu Le https://t.co/rCvnp6hvcX,Joy,72,7
Ubur-ubur Ikan Lele #KaburAjaDulu Le https://t.co/rCvnp6hvcX,Joy,60,6
@neohistoria_id Setuju. #KaburAjaDulu #LawanAjaDulu #IndonesiaGelap,Anger,67,5
Jangan cari yang lain ini aja https://t.co/uAIyHwdVJq #KaburAjaDulu,Neutral,67,8
#KaburAjaDulu Kesini aja https://t.co/uAIyHwdVJq,Neutral,48,4
@neohistoria_id #IndonesiaGelap menjadi #IndonesiaAuAhGelap ... #KaburAjaDulu,Anger,77,6
Kalau punya kesempatan belajar dan berkarya di luar negeri kabur ajalah. Negara ini masih gelap. #KaburAjaDulu https://t.co/435oTwyi5L,Sad,134,17
https://t.co/4dbwmkS0QV SURAKARTA Hashtag atau tagar #KaburAjaDulu menjadi viral di media sosial terutama di platform X (sebelumnya Twitter) sejak Desember 2024. Tagar tersebut menjadi ekspresi akan akumulasi kegelisahan dari publik terkait dengan kondisi di negara Indonesia https://t.co/OoFi3iPO5J,Neutral,299,36
Tanggapan Wamenaker atas #KaburAjaDulu Pengamat: Pikiran Sesat dan Tidak Patut https://t.co/wdZmS1MVkA #KaburAjaDulu #ImmanuelEbenezer #Wamenaker,Anger,145,14
#kaburajadulu #indonesiagelap marak di sosial media karena kegelisahan tentang keadaan pemerintahan Saksikan Terusterang hanya di YouTube Channel Mahfud MD Official https://t.co/myICmqYdNx,Neutral,188,21
@el_avraham Orang macem gini emang kudu di beri panggung sih. Biar membakar skilled worker ID untuk #KaburAjaDulu,Anger,113,17
Muzani Tak Gubris Kemunculan #KaburAjaDulu https://t.co/0z0T7qa2Lk,Neutral,66,6
Sepertinya bukan cuma NICA ya yang suka membonceng tapi juga para pelaku perdagangan/penyelundupan manusia sudah cek ombak untuk membonceng tagar #KaburAjaDulu. Hati2 ya gengs...,Fear,178,24
Heboh #KaburAjaDulu Begini Tanggapan Dosen ITB https://t.co/uApwiXy0ls,Neutral,70,7
Mantan Gubernur DKI Jakarta Anies Baswedan turut angkat bicara soal tagar #KaburAjaDulu yang tengah ramai di media sosial. https://t.co/jBp0G0k3Fg,Neutral,146,19
#IndonesiaGelap atau mau #KaburAjaDulu Nih pilihan negara yang paling pas https://t.co/UZnp06zr9H,Joy,97,11
